Submission id,Participant id,Status,Custom study tncs accepted at,Started at,Completed at,Reviewed at,Archived at,Time taken,Completion code,Total approvals,Fluent languages,Colourblindness,Age,Sex,Ethnicity simplified,Country of birth,Country of residence,Nationality,Language,Student status,Employment status
68c2d34c6e54917353512aa1,673a5584f867e07b649219c7,APPROVED,Not Applicable,2025-09-11T13:49:10.887000Z,2025-09-11T14:28:20.320000Z,2025-09-11T14:34:08.950000Z,2025-09-11T14:28:20.731788Z,2350.0,NOCODE,913,English,"No, I have no issues seeing colours",34,Male,Black,Nigeria,United Kingdom,Nigeria,English,No,Full-Time
68c2d354d8bfc4ceb878f61d,6065f9d75bd3321f0bafa750,APPROVED,Not Applicable,2025-09-11T13:49:14.282000Z,2025-09-11T14:01:10.680000Z,2025-09-11T15:10:05.326000Z,2025-09-11T14:01:11.065742Z,717.0,C7TJCFB5,473,English,"No, I have no issues seeing colours",35,Male,White,United Kingdom,United Kingdom,United Kingdom,English,No,Full-Time
68c2d361e8dd3e09654c4823,5f480ae988eb7429641eae29,RETURNED,Not Applicable,2025-09-11T13:54:39.370000Z,,,2025-09-11T14:59:20.006898Z,,,1254,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED
68c2d3bcb66310f65cebbf59,6747603ffa5c374fa8cfbe30,APPROVED,Not Applicable,2025-09-11T13:50:58.805000Z,2025-09-11T14:22:55.934000Z,2025-09-11T15:10:05.747000Z,2025-09-11T14:22:56.321677Z,1918.0,C7TJCFB5,1324,"English, Swahili","No, I have no issues seeing colours",45,Male,Black,United States,United States,United States,English,No,Full-Time
68c2d3ea5298d5e7670916cb,6595d2e18750476cd41774f6,APPROVED,Not Applicable,2025-09-11T13:51:42.180000Z,2025-09-11T14:02:58.946000Z,2025-09-11T15:10:06.933000Z,2025-09-11T14:02:59.343848Z,677.0,C7TJCFB5,397,"Chinese, English","No, I have no issues seeing colours",35,Male,Asian,China,Australia,Australia,Chinese,No,Full-Time
68c2d3ec8fbcd7a18b15064b,6630fcae418bde6a9e7c3b47,APPROVED,Not Applicable,2025-09-11T13:51:43.484000Z,2025-09-11T14:15:24.335000Z,2025-09-11T15:10:07.345000Z,2025-09-11T14:15:24.714177Z,1421.0,C7TJCFB5,3964,"English, Spanish","No, I have no issues seeing colours",42,Male,Asian,United States,United States,United States,Spanish,No,Full-Time
68c2d41caf9f60ba7854b93f,5b5ecd4b7757ed000198d434,RETURNED,Not Applicable,2025-09-11T13:53:44.680000Z,,,2025-09-11T14:59:20.006840Z,,,3625,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED
68c2d446d2007ec8bfc67b87,60b3950b9a1de417d37bb8d2,APPROVED,Not Applicable,2025-09-11T13:53:13.778000Z,2025-09-11T14:12:17.955000Z,2025-09-11T15:10:07.732000Z,2025-09-11T14:12:18.462586Z,1145.0,C7TJCFB5,2651,English,"No, I have no issues seeing colours",33,Male,White,United Kingdom,United Kingdom,United Kingdom,English,Yes,Full-Time
68c2d44f2f1f7d4a0247195f,60fd310fff5b2600c9d95554,APPROVED,Not Applicable,2025-09-11T13:54:20.171000Z,2025-09-11T14:20:17.637000Z,2025-09-11T15:10:08.063000Z,2025-09-11T14:20:18.026089Z,1558.0,C7TJCFB5,1689,English,"No, I have no issues seeing colours",32,Female,White,United Kingdom,United Kingdom,United Kingdom,English,DATA_EXPIRED,DATA_EXPIRED
68c2d453a07392e4aa212e57,5c2b9ce5b337310001996c05,APPROVED,Not Applicable,2025-09-11T13:53:34.217000Z,2025-09-11T14:11:51.175000Z,2025-09-11T15:10:08.400000Z,2025-09-11T14:11:51.590044Z,1097.0,C7TJCFB5,2025,"English, French","No, I have no issues seeing colours",38,Male,White,Canada,Canada,Canada,English,No,Full-Time
68c2d4560eee6e7de3a0b224,5c849a40a869d400179ab427,APPROVED,Not Applicable,2025-09-11T13:53:30.899000Z,2025-09-11T14:10:02.342000Z,2025-09-11T15:10:08.718000Z,2025-09-11T14:10:02.730917Z,992.0,C7TJCFB5,1019,English,"No, I have no issues seeing colours",25,Female,Mixed,Canada,Canada,Canada,English,No,Unemployed (and job seeking)
68c2d4599c88ee5b23837c26,5d542c3a5af5900019bc80c4,APPROVED,Not Applicable,2025-09-11T13:53:33.432000Z,2025-09-11T14:10:54.262000Z,2025-09-11T15:10:09.074000Z,2025-09-11T14:10:54.678657Z,1041.0,C7TJCFB5,5343,English,"No, I have no issues seeing colours",50,Female,White,United Kingdom,United Kingdom,United Kingdom,English,DATA_EXPIRED,DATA_EXPIRED
68c2d45afb2398c72da98988,5b96b497169b86000125198e,RETURNED,Not Applicable,2025-09-11T13:53:44.940000Z,,,2025-09-11T14:59:20.010881Z,,,788,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED
68c2d45c4b054164fb1a3bad,5e356b29d87fbf512a4cd090,RETURNED,Not Applicable,2025-09-11T13:53:37.384000Z,,,2025-09-11T14:59:20.011078Z,,,3424,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED
68c2d470db2c2d3220671e23,5edeea354d54cb1a825aa8f9,RETURNED,Not Applicable,2025-09-11T13:54:21.149000Z,,,2025-09-11T14:59:20.024098Z,,,6504,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED
68c2d471a82e5e68cf4aa9c9,66894af85d486bf277cfa44b,APPROVED,Not Applicable,2025-09-11T13:54:14.134000Z,2025-09-11T14:22:04.312000Z,2025-09-11T15:10:09.459000Z,2025-09-11T14:22:04.821134Z,1671.0,C7TJCFB5,279,English,"No, I have no issues seeing colours",48,Female,White,United Kingdom,United Kingdom,United Kingdom,English,No,Other
68c2d475ace39a8697b4cdbb,666445e5b72745f04a4f57d6,RETURNED,Not Applicable,2025-09-11T13:54:06.262000Z,,,2025-09-11T14:59:20.023935Z,,,1170,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED
68c2d475ec07b89f3bce0cba,5bae3351a91ee200011a4220,RETURNED,Not Applicable,2025-09-11T13:54:14.741000Z,,,2025-09-11T14:59:20.024209Z,,,1310,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED
68c2d480fdc43c1fdd915be1,5f2f8574ff256b37b1970220,APPROVED,Not Applicable,2025-09-11T13:54:12.814000Z,2025-09-11T14:32:01.755000Z,2025-09-11T15:10:09.976000Z,2025-09-11T14:32:02.222231Z,2269.0,C7TJCFB5,3363,English,"No, I have no issues seeing colours",50,Female,White,United States,United States,United States,English,No,Full-Time
68c2d49654be137703ccdf6f,59bc25620ac77f0001f05574,APPROVED,Not Applicable,2025-09-11T13:56:26.500000Z,2025-09-11T14:17:30.106000Z,2025-09-11T15:10:10.361000Z,2025-09-11T14:17:30.503198Z,1264.0,C7TJCFB5,2489,English,"No, I have no issues seeing colours",35,Female,White,United Kingdom,United Kingdom,United Kingdom,English,No,Other
68c2d499b4ec9ca5afbd1af6,61664028d0451f1bf8b9b031,RETURNED,Not Applicable,2025-09-11T13:57:07.298000Z,,,2025-09-11T14:59:20.024245Z,,,353,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED
68c2d4b992771367c51036f1,653949dcc04dce8941aaa979,RETURNED,Not Applicable,2025-09-11T13:55:26.297000Z,,,2025-09-11T14:59:20.024084Z,,,714,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED
68c2d4c67dba7472d0ed202e,5d41925ef7b99500012b960e,APPROVED,Not Applicable,2025-09-11T13:55:23.775000Z,2025-09-11T14:29:15.884000Z,2025-09-11T15:10:10.754000Z,2025-09-11T14:29:16.372698Z,2033.0,C7TJCFB5,5077,"English, French","No, I have no issues seeing colours",47,Male,White,United Kingdom,United Kingdom,United Kingdom,English,No,Full-Time
68c2d4c9d345fe673f5b4273,634d7250f674c11a71d1b88e,APPROVED,Not Applicable,2025-09-11T14:01:21.042000Z,2025-09-11T14:24:35.369000Z,2025-09-11T15:10:11.054000Z,2025-09-11T14:24:35.865495Z,1395.0,C7TJCFB5,2261,English,"No, I have no issues seeing colours",45,Male,White,United Kingdom,United Kingdom,United Kingdom,English,No,Full-Time
68c2d4cc4ae1b15456011fcc,5bb62f1a3e969700019bd44d,APPROVED,Not Applicable,2025-09-11T13:58:36.187000Z,2025-09-11T14:21:57.042000Z,2025-09-11T15:10:11.372000Z,2025-09-11T14:21:57.483833Z,1401.0,C7TJCFB5,3521,English,"No, I have no issues seeing colours",44,Male,White,United Kingdom,United Kingdom,United Kingdom,English,Yes,Full-Time
68c2d4cd462287569f15063d,669eba3ad8d7d49177bc50d0,APPROVED,Not Applicable,2025-09-11T13:55:41.272000Z,2025-09-11T14:37:38.326000Z,2025-09-11T15:10:11.708000Z,2025-09-11T14:37:38.954005Z,2518.0,C7TJCFB5,1005,English,"No, I have no issues seeing colours",63,Female,Mixed,India,United Kingdom,United Kingdom,English,No,DATA_EXPIRED
68c2d4d2c2650b20e32781d4,59142b45ef024b0001c54c33,APPROVED,Not Applicable,2025-09-11T13:55:51.995000Z,2025-09-11T14:12:56.725000Z,2025-09-11T15:10:12.122000Z,2025-09-11T14:12:57.132855Z,1025.0,C7TJCFB5,4342,English,"No, I have no issues seeing colours",45,Female,White,United Kingdom,United Kingdom,United Kingdom,English,No,Full-Time
68c2d4e152a9a74d2367f743,5f720be956c0ef0dc307426f,APPROVED,Not Applicable,2025-09-11T13:55:48.668000Z,2025-09-11T14:31:01.886000Z,2025-09-11T15:10:12.505000Z,2025-09-11T14:31:02.320752Z,2114.0,C7TJCFB5,1095,"Czech, English, Slovak","No, I have no issues seeing colours",31,Female,White,Czech Republic,United Kingdom,Czech Republic,Czech,No,Full-Time
68c2d4e59c90ee5f2d0bb862,68423451060859f8ce31ee5a,APPROVED,Not Applicable,2025-09-11T13:55:56.513000Z,2025-09-11T14:31:08.574000Z,2025-09-11T15:10:12.814000Z,2025-09-11T14:31:08.996108Z,2113.0,C7TJCFB5,585,English,"No, I have no issues seeing colours",39,Female,White,United States,United States,United States,English,No,Part-Time
68c2d51933691e00dd0fa9c1,63222311994c6e4c35bb2a55,APPROVED,Not Applicable,2025-09-11T13:56:45.383000Z,2025-09-11T14:13:33.384000Z,2025-09-11T15:10:13.179000Z,2025-09-11T14:13:33.773719Z,1009.0,C7TJCFB5,3391,English,"No, I have no issues seeing colours",56,Male,White,United Kingdom,United Kingdom,United Kingdom,English,No,DATA_EXPIRED
68c2d51b80836bf39b77103f,5e1b795dc799223a3b447ada,APPROVED,Not Applicable,2025-09-11T13:57:33.088000Z,2025-09-11T14:22:17.001000Z,2025-09-11T15:10:13.542000Z,2025-09-11T14:22:17.407201Z,1484.0,C7TJCFB5,2106,English,"No, I have no issues seeing colours",24,Male,Asian,United Kingdom,United Kingdom,United Kingdom,English,No,Full-Time
68c2d5319a39bb47d0fce4f6,5d41d708128a05000183c461,APPROVED,Not Applicable,2025-09-11T13:57:09.794000Z,2025-09-11T14:17:58.846000Z,2025-09-11T15:10:13.858000Z,2025-09-11T14:17:59.239537Z,1250.0,C7TJCFB5,4092,English,"No, I have no issues seeing colours",52,Female,White,United Kingdom,United Kingdom,United Kingdom,English,No,Part-Time
68c2d53ee33438b927f7b32f,6777f3e9760d3844217b5ea8,APPROVED,Not Applicable,2025-09-11T13:57:42.660000Z,2025-09-11T14:13:32.990000Z,2025-09-11T15:10:14.165000Z,2025-09-11T14:13:33.385662Z,951.0,C7TJCFB5,901,"English, Latvian","No, I have no issues seeing colours",19,Female,White,Latvia,United Kingdom,Latvia,English,Yes,Part-Time
68c2d55133691e00dd0fa9c6,66799043863669170269eedf,APPROVED,Not Applicable,2025-09-11T13:57:52.033000Z,2025-09-11T14:18:34.154000Z,2025-09-11T15:10:14.498000Z,2025-09-11T14:18:34.577056Z,1243.0,C7TJCFB5,953,English,"No, I have no issues seeing colours",52,Female,White,United Kingdom,United Kingdom,United Kingdom,English,No,Full-Time
68c2d56da96dda81cf8782ce,6544fd514964fea23051c3b7,APPROVED,Not Applicable,2025-09-11T13:58:18.938000Z,2025-09-11T14:38:48.206000Z,2025-09-11T15:10:14.887000Z,2025-09-11T14:38:48.573236Z,2430.0,C7TJCFB5,1702,"English, Other","No, I have no issues seeing colours",38,Male,Black,Nigeria,Canada,Canada,English,No,Full-Time
68c2d59fe295dea662f60870,671fe3978b9b0b5d4b9a1265,APPROVED,Not Applicable,2025-09-11T14:00:04.983000Z,2025-09-11T14:35:11.448000Z,2025-09-11T15:10:15.333000Z,2025-09-11T14:35:11.830594Z,2107.0,C7TJCFB5,363,"English, Afrikaans","No, I have no issues seeing colours",69,Female,White,South Africa,United Kingdom,United Kingdom,English,No,Part-Time
68c2d5ab4b054164fb1a3bd3,668f0aa2dc96efe3c92449c9,RETURNED,Not Applicable,2025-09-11T13:59:16.718000Z,,,2025-09-11T14:59:20.024229Z,,,613,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED
68c2d5be35120f24f94406c0,66a90c2263a2823be078178e,APPROVED,Not Applicable,2025-09-11T13:59:30.859000Z,2025-09-11T14:13:43.884000Z,2025-09-11T15:10:15.709000Z,2025-09-11T14:13:44.258179Z,854.0,C7TJCFB5,546,English,"No, I have no issues seeing colours",38,Male,White,United Kingdom,United Kingdom,United Kingdom,English,No,Full-Time
68c2d5c817951ef168f7f028,663e1aba0afad079dae41953,APPROVED,Not Applicable,2025-09-11T14:00:21.806000Z,2025-09-11T14:23:03.375000Z,2025-09-11T15:10:16.049000Z,2025-09-11T14:23:03.825177Z,1362.0,C7TJCFB5,946,English,"No, I have no issues seeing colours",52,Male,White,Italy,United Kingdom,United Kingdom,English,No,DATA_EXPIRED
68c2d5caa472eb122c9dad47,6763911a202c7db0ad8d5790,APPROVED,Not Applicable,2025-09-11T14:00:12.099000Z,2025-09-11T14:22:50.306000Z,2025-09-11T15:10:16.386000Z,2025-09-11T14:22:50.701160Z,1359.0,C7TJCFB5,528,English,"No, I have no issues seeing colours",51,Male,Mixed,United States,United States,United States,English,No,Other
68c2d5d58c28883e5681ebb7,66f0a65e356ecb6162bc2a86,APPROVED,Not Applicable,2025-09-11T14:09:07.466000Z,2025-09-11T14:38:46.423000Z,2025-09-11T15:10:16.770000Z,2025-09-11T14:38:46.990864Z,1779.0,C7TJCFB5,1126,"Spanish, English","No, I have no issues seeing colours",35,Male,Other,United States,United States,United States,English,DATA_EXPIRED,DATA_EXPIRED
68c2d5dbfc15aa4c0ea715a5,67aa34015d2def3278e3ee41,APPROVED,Not Applicable,2025-09-11T14:01:07.110000Z,2025-09-11T14:20:04.353000Z,2025-09-11T15:10:17.085000Z,2025-09-11T14:20:04.861391Z,1138.0,C7TJCFB5,1322,English,"No, I have no issues seeing colours",48,Female,Asian,United Kingdom,United Kingdom,United Kingdom,English,DATA_EXPIRED,DATA_EXPIRED
68c2d5f6375597ad4669fadd,66a63df6388e9adeb75e857d,APPROVED,Not Applicable,2025-09-11T14:00:34.713000Z,2025-09-11T14:21:36.645000Z,2025-09-11T15:10:17.518000Z,2025-09-11T14:21:37.039688Z,1262.0,C7TJCFB5,1211,English,"No, I have no issues seeing colours",51,Female,Mixed,United States,United States,United States,English,No,Full-Time
68c2d5f9828b1bcb8af6f970,663b88bfc26125e23f752e31,RETURNED,Not Applicable,2025-09-11T14:08:31.244000Z,,,2025-09-11T14:59:20.024683Z,,,1415,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED
68c2d62195d66d9590a3ff27,5e7d2f16e863ba0d96dc610f,APPROVED,Not Applicable,2025-09-11T14:01:07.740000Z,2025-09-11T14:21:54.976000Z,2025-09-11T15:10:18.091000Z,2025-09-11T14:21:55.406296Z,1248.0,C7TJCFB5,918,"English, Russian","No, I have no issues seeing colours",30,Male,White,Russian Federation,United Kingdom,Russian Federation,Russian,No,Part-Time
68c2d634a15ca4ed28f13249,5f98099d48060d0450394002,APPROVED,Not Applicable,2025-09-11T14:04:49.405000Z,2025-09-11T14:22:12.378000Z,2025-09-11T15:10:18.583000Z,2025-09-11T14:22:12.815719Z,1043.0,C7TJCFB5,2000,English,"No, I have no issues seeing colours",53,Male,White,Switzerland,United Kingdom,United Kingdom,English,No,Full-Time
68c2d66165b9df56697a4823,65c01022661c8c9ec1ac5988,RETURNED,Not Applicable,2025-09-11T14:02:13.450000Z,,,2025-09-11T14:59:20.023535Z,,,1206,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED
68c2d6a981ede00c80b0472f,5978f6f009bdcf000153f43d,APPROVED,Not Applicable,2025-09-11T14:03:29.863000Z,2025-09-11T14:34:00.387000Z,2025-09-11T15:10:19.072000Z,2025-09-11T14:34:00.801427Z,1831.0,C7TJCFB5,5563,English,"No, I have no issues seeing colours",60,Male,White,United Kingdom,United Kingdom,United Kingdom,English,No,Full-Time
68c2d6aa89d6cf809646b729,67e48fe0292eb135e6a513d8,APPROVED,Not Applicable,2025-09-11T14:03:25.431000Z,2025-09-11T14:43:06.417000Z,2025-09-11T15:10:19.588000Z,2025-09-11T14:43:06.818517Z,2381.0,C7TJCFB5,614,"Chinese, English, German","No, I have no issues seeing colours",42,Female,Asian,China,United Kingdom,United Kingdom,Chinese,No,Full-Time
68c2d6ac16f4d68b7599139a,559b8c79fdf99b5ae13fd3d1,APPROVED,Not Applicable,2025-09-11T14:03:36.529000Z,2025-09-11T14:23:36.620000Z,2025-09-11T15:10:19.882000Z,2025-09-11T14:23:37.062414Z,1201.0,C7TJCFB5,2493,English,"No, I have no issues seeing colours",57,Female,White,United Kingdom,United Kingdom,United Kingdom,English,No,Part-Time
68c2d6b134157ae1ff311275,5f1ad337b6464a21cea3a611,RETURNED,Not Applicable,2025-09-11T14:03:32.758000Z,,,2025-09-11T14:59:20.022872Z,,,2744,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED
68c2d6b1842e16a5db1aee38,66703e9ca0e67f0864687e47,APPROVED,Not Applicable,2025-09-11T14:03:51.467000Z,2025-09-11T14:53:49.291000Z,2025-09-11T15:10:20.242000Z,2025-09-11T14:53:49.796988Z,2998.0,C7TJCFB5,150,"English, Hindi, Punjabi, Urdu","No, I have no issues seeing colours",41,Female,Asian,Canada,Canada,Canada,English,No,Full-Time
68c2d6b3ca3c764b79972872,67e6e99634be5e57bbd2553f,APPROVED,Not Applicable,2025-09-11T14:03:38.868000Z,2025-09-11T14:29:48.195000Z,2025-09-11T15:10:20.618000Z,2025-09-11T14:29:48.584090Z,1570.0,C7TJCFB5,2345,English,"No, I have no issues seeing colours",28,Male,Black,United States,United States,United States,English,No,Part-Time
68c2d6ba088a07d47c9671b4,5707c88f374137000fbc5aec,RETURNED,Not Applicable,2025-09-11T14:03:42.977000Z,,,2025-09-11T14:59:20.026183Z,,,2539,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED
68c2d6c9432eb8a3974098c7,572faa2cad131600100169b5,APPROVED,Not Applicable,2025-09-11T14:04:02.471000Z,2025-09-11T14:46:58.145000Z,2025-09-11T15:10:20.896000Z,2025-09-11T14:46:58.599612Z,2576.0,C7TJCFB5,2062,English,"No, I have no issues seeing colours",40,Female,White,United Kingdom,United Kingdom,United Kingdom,English,No,Full-Time
68c2d6cfbc7dfebadee319f8,5ca51f05a15cb1001609491f,RETURNED,Not Applicable,2025-09-11T14:07:42.144000Z,,,2025-09-11T14:59:20.025618Z,,,1784,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED
